,Song Name,Album Name,Group Name,Lyrics
1819,Shiksa,Playlist: The Very Best of Say Anything,Say Anything,"Girlfriend now I have a have a girlfriend now No way, no how I get a girlfriend now  I remember it vividly, love.  I've been walking erect since the moment we met And I caught your eyes to my surprise (your white thighs) Hebraic neuroses ceased to be  And angel's conversing with me The new attractive to me is divine And even if your friends don't understand No matter what, I'll always be your man And even if you go, you know you?ll leave me feeling grand Yeah yeah  I'll need new contraceptives, green eyes I thanked God when you left him, green eyes Let's spend the night entwined out on the boardwalk in sickly summertime Like the yin and the yang of the afikomen You're the omen that all has changed that was deranged And even if you stomp me 'til I'm sore No matter what, I'd bleed to be your whore And even if the cancer grows until we explode, I'm yours  Girlfriend now I have a girlfriend now No way, no how I get a girlfriend, now? Well, from here on forth, I'm yours  And even if your whisper eats my ear Your voice shall be the only song I long to hear And even if you fear the end, our sacrament of salmon and Irish beer Will still be here  Girlfriend now I have a girlfriend now No way, no how I get a girlfriend, now?  Boy, I need your love, so give it to me Boy, I need your touch, so lay it on me Boy, I need your love, I need your touch, I'm yours?  Girlfriend now I have a girlfriend now No way, no how I get a girlfriend, now?  Girlfriend now I have a girlfriend now No way, no how She's my girlfriend now"
1820,Shoes,Punk Soul Brothers,Jesse James,"verse 1:  its not the way you walk.,  its not the way you hold your fork,  its not the stupid things you say in bed when i come in your face.  the way you hold a cigarette,  the way you smile when you're wet,  the way you make me cups of tea when i stay round at your place.   chorus:  its just the shoes you wear,  its your shoes that turn me on,  i dont choose to stare,  so please dont get me wrong   verse 2:  i think your shoes can say alot,  'bout who you are or who you're not  so much more than gloves or coats or hats or glasses can,  but when i see you out in heels,  then i know your not for me.  but the difference thing is your wearing ???   chorus   instrumental bit   chorus   chorus 2:  its the shoes you wear  i dont make???  its the shoes you wear  its the shoes that turn me on"
1821,Shoot the Moon,How to Ruin Everything,Face to Face,Back in '95 when this was new I guess I didn't have a clue I thought the world would change with the right song So we picked it up and moved it out And turned the whole thing upside down I told myself it wouldn't be too long And I believed in everyone And everything they told me And I believed that anything Anything was possible  Shoot the moon Shoot the moon Shoot the moon  Hit or miss it makes no difference Back when everything was looking up I thought I'd never get enough I didn't let the world obstruct my view And we thought that it would never end We had our fun in spite of it And paved the way for something slightly new
1822,Shorty,Live At the Granada Theater,The Get Up Kids,"It's certainly true, there's better things to do  And though I don't know everything  I wouldn't tell you anything if I did.  The last time I saw you act like this  We were kids.  What am I to do?  My heart goes out to you.  Over reacting, over again   Just between friends.  What am I to do?  I won't come between you two.  What was I to do?  I gave it.  What was I to say?  I gave it all I could.  How was I to know?  I bet you'll never find another friend like me."
1823,Should I Stay or Should I Go,Into the 80's,The Clash,"Darling, you gotta let me know Should I stay or should I go? If you say that you are mine I'll be there till the end of time So you gotta let me know Should I stay or should I go?  I'll always tease,tease,tease You're happy when I'm on my knees One day is fine and the next is black So if you want me off your back Well, come on and let me know Should I stay or should I go?  Should I stay or should I go now? Should I stay or should I go now? If I go there will be trouble And if I stay it will be double So come on and let me know  The indecisions bugging me (esta un decision me molesta) If you don't want me set me free (Si no quieres librame) Exactly who I'm supposed to be (Diga me que tengo ser) Don't you know which clothes even fits me? (saves que robas me querida) Come on and let me know (Me tienes que decir) Should I cool it or should I blow? (Me debo ir o quedarme)  Should I stay or should I go now? Should I stay or should I go now? If I go there will be trouble And if I stay it will be double So come on and let me know"
1824,Should I Stay or Should I Go?,Hits Back,The Clash,"Darling you got to let me know Should I stay or should I go? If you say that you are mine I'll be here till the end of time So you got to let me know Should I stay or should I go?  It's always tease tease tease You're happy when I'm on my knees One day is fine, and next is black So if you want me off your back Well come on and let me know Should I Stay or should I go?  Should I stay or should I go now? Should I stay or should I go now? If I go there will be trouble And if I stay it will be double So come on and let me know  This indecision's bugging me Esta indecision me molesta If you don't want me, set me free Si no me quieres, librame Exactly whom I'm supposed to be Digame quien tengo ser  Don't you know which clothes even fit me? Sabes que ropas me queda? Come on and let me know Me tienes que decir Should I cool it or should I blow? Me debo ir o quedarme?  Split  Should I stay or should I go now? Me entra frio por los ojos Should I stay or should I go now? Me entra frio por los ojos If I go there will be trouble Si me voy va a haber peligro And if I stay it will be double Si me quedo va a ser doble So you gotta let me know Me tienes que decir Should I cool it or should I blow?  Should I stay or should I go now? Me entra frio por los ojos If I go there will be trouble Si me voy va a haber peligro And if I stay it will be double Si me quedo va a ser doble So you gotta let me know Should I stay or should I go"
1825,Shoulda Known Better,The Hit List,Unwritten Law,"I shoulda known better Nothing lasts forever  It all started out in a tan Dodge van Two hundred bucks that we stole from her dad Out the back of his meth lab Took the 45, out demand that  Livid Bonnie, 'bout to be a mommy Came to California with Johnny They had a run in with the law She shoulda listened to her ma  And she said we'd be together (She said) She used the word 'Forever' (She said)  Oh, my lovely lover (She said) Why had I love to love her? I, I shoulda known better Nothing lasts forever, yeah, lasts forever  I shoulda known better (Ooh, better) I shoulda known better (Ooh, better) I shoulda known  Abortion clinic, I shoulda forced the issue But she did it with the hanger and some tissue Don't cry, dry your eye (She said) I'll be back on my feet tonight (She said)  I'll be walking the street tonight (She said) 'Cause these arms gotta eat tonight Then we made love like a couple of drunk buffalo Was I rough enough?  It was the last time I'd ever see her I'd try to thank her with gonorrhea But then she split and stole my sweater Dude, I shoulda known better  I, I shoulda known better Nothing lasts forever, yeah, lasts forever Shoulda known better  Shoulda ended in the tan Dodge van With two hundred dollars worth of partying But instead I'm sitting on Sunset Selling my soul for a hit, yeah, what next?  Yeah, I shoulda known better Nothing lasts forever, yeah, lasts forever When you said you'd never leave and we'd be together Nothing lasts forever, nothing ever lasts forever  Shoulda known better (Ooh, better) I shoulda known better (Ooh, better)  I shoulda known better (Ooh, better) I shoulda known better (Ooh, better) I shoulda known"
1826,Shove,Smell the Magic,L7,Bill collector called today Shove IRS is on my case Shove My boss says I should comb my hair Shove My father thinks that I'm nowhere  Get out of my way or I might shove Get out of my way or I'm gonna shove  Landlord doesn't like my dog Shove My eyes are burning from the smog Shove The neighbors say I jam too loud Shove America thinks it should be proud  Some guy just pinched my ass Shove Drunken bums ain't go no class Shove The club says I won't get paid Shove It's been months since I've been laid
1827,Shower Days,Ribbed,NOFX,"In the morning I awake I feel my bladder about to break I scratch my balls I rub my eyes Just feeling lousy  My girlfriend tells me that It's time to take a bath I say, ""no, not today, it's only Tuesday""  Once every 24 hours I'm supposed to take a shower That's not the way I do it Do it do it  Personal hygiene is the last thing on my mind I don't want to do it Do it do it  It doesn't make a difference to me Everyday I do the same old thing So why should I have to be clean?  Those dreaded wednesdays and saturdays Also known as shower days I hate them"
1828,Shreen,Breaking Things,All,"What do we do? What do you think we should do, Shreen? What do you think about me and you?  Today I heard the song that was playing When I first kissed you I woke up next to someone who wasn't you  I never thought I'd say this, Shreen But I'm not happy Today I'm driving to your house And you're going to hear the truth  What do we do? What do you think we should do, Shreen? What do you think about me and you?  The passion we once felt has died And it's not coming back If we don't find a new one Then it's all over for you and I   So, talk to me, say something See me through everything (Your eyes say everything) Yell at me, say anything I see you in everything (I can't look at you) And Shreen,  No, we can't say goodnight Until we know what's right And we can't face the day  Unless we find a way And we can't solve it all If we never see the fault  Today I heard the song that was playing When I first kissed you I woke up next to someone who wasn't you  What do we do? What do you think we should do, Shreen? What do you think about me and you, Shreen? (What do we do?) What do you think we should do, Shreen? What do you think about me and you, Shreen? (What do we do?) What do you think we should do, Shreen? (What do we do?)"
1829,Shut Me Up,You'll Rebel to Anything [Expanded],Mindless Self Indulgence,"The bass The rock The mic The treble  I like my coffee black Just like my metal With the bass The rock  The mic The treble I like my coffee black Just like my metal  I can't wait for you to f*ck me up In a minute - minute In a fuckin' minute I can't wait for you to f*ck me up  In a minute - minute In a second  I can't wait for you to shut me up And make me hip like badass I can't wait for you to shut me up Shut it up  I can't wait for you to shut me up And make me hip like badass I can't wait for you to shut me up Shut it up  The bass The rock The mic The treble  I like my coffee black Just like my metal With the bass The rock  The mic The treble I like my coffee black Just like my metal  I can't wait for you to f*ck me up In a minute - minute In a fuckin' minute I can't wait for you to f*ck me up  In a minute - minute In a second  I can't wait for you to shut me up And make me hip like badass I can't wait for you to shut me up Shut it up  I can't wait for you to shut me up And make me hip like badass I can't wait for you to shut me up Shut it up  I don't buy your body right now - right now I'm almost over my body right now - now I'm on my way to the party right now - right now I don't buy your body right now - right now  I'm almost over my body right now - now I'm on my way to the party right now - right now Because the (bass? break?), the (bass? the break?)  I can't wait for you to shut me up And make me hip like badass I can't wait for you to shut me up Shut it up  I can't wait for you to shut me up And make me hip like badass I can't wait for you to shut me up Shut it up"
1830,Shut Up,Changes,Kelly Osbourne,"You say I should do it differently I don't necessarily agree Stand up, sit down, be nice Did you hear me ask for your advice Don't bother Trying to tell me your beliefs Your point of view looks Pretty screwed to me Do this, do that, on track Do me a favour and don't talk back   Round and round And the conversation Always ends where it began Round and round And I need a vacation I got a headache from you  CHORUS 1 Shut up don't want to hear your voice Shut up I'm sick of all the noise A damn thing to me So shut up  Blah blah blah blah Blah blah blah blah That's what it sounds like you said to me You nag and you brag and I gag There's so much beauty in what we have You must have better things  That you can do Or does your life revolve around me too What you want, what I need, oh please I think you get off hearing yourself Speak       Don't want to be polite  It's messed up How you always think you're right There's nothing you can say That's gonna change the way I am So shut up"
1831,Shut Up,Waiting for Zero,One Way System,"Shut up, shut up, shut up Shut up, shut up, shut up  One year and still the same -- Don't wanna be left aground Your bullshit and lies to blame -- You can't blame me You live a lie that's so unique -- That's me, I'm so unique You're fed on bullshit, now it's reached a peak -- No not me no  You know you know you know you know You're just a fucking lie -- Man of the world I know I know I know I know The fucking reason why -- Man of the world You know you know you know you know You're just a fucking blame -- Man of the world I know I know I know I know I'll never be the fucking same -- Man of the world  Life goes on it's still the same -- You should know me by now You're fucked promise still to blame -- Who said I won't be put down Still live in lie, that's so unique -- Who's sorry now You're fed on bullshit, it's reached a peak -- Now here you fall  You know you know you know you know You're just a fucking lie -- Man of the world I know I know I know I know The fucking reason why -- Man of the world You know you know you know you know You're just a fucking blame -- Man of the world I know I know I know I know I'll never be the fucking same -- Man of the world  Shut up, shut up, shut up shut up, Shut up, shut up, man of the world Shut up, shut up, man of the world Shut up, shut up, man of the world...  You know you know you know you know You're just a fucking lie -- Man of the world I know I know I know I know The fucking reason why -- Man of the world You know you know you know you know You're just a fucking blame -- Man of the world I know I know I know I know I'll never be the fucking same -- Man of the world  What the f*ck do you know?"
1832,Sick Boy,Diplomatic Immunity,G.B.H.,"I'm strapped into my bed, I've got electrodes in my head. My nerves are really bad, it's the best time I've ever had.  I'm a sick boy and there's no cure. I'm a sick boy there should be more.  But I'm happy the way I am, like a sardine in can. People taking notes, people in white coats.  I see school girls everywhere, short skirts and pig-tailed hair. But why must I suffer, for being a gym slip lover?"
1833,Sick of Being Sick,Skip Off School to See the Damned (The Stiff Singles A's & B's),The Damned,It's been long time since I stepped outside Party's only just begun Takes more than a dream to make me want to scream well Gonna have me some fun No way out of this city full of doubt it makes Living seem like a sin I'd better kick some ass Get out real fast I might as well give in  Sick of being sick Sick of being sick Sick of being sick Sick of being sick  Been a long time since I stepped outside Party's only just begun Takes more than a dream to make me want to scream well Gonna have me some fun No way out of this city full of doubt it makes Living seem like a sin I'd better kick some ass Get out real fast I might as well give in  Sick of being sick Sick of being sick Sick of being sick Sick of being sick  Sick of being sick Sick of being sick Sick of being sick (you want to see me ill?) Sick of being sick
1834,Sick of Being Sick [Peel Session][*],Damned Damned Damned [30th Anniversary],The Damned,It's been long time since I stepped outside Party's only just begun Takes more than a dream to make me want to scream well Gonna have me some fun No way out of this city full of doubt it makes Living seem like a sin I'd better kick some ass Get out real fast I might as well give in  Sick of being sick Sick of being sick Sick of being sick Sick of being sick  Been a long time since I stepped outside Party's only just begun Takes more than a dream to make me want to scream well Gonna have me some fun No way out of this city full of doubt it makes Living seem like a sin I'd better kick some ass Get out real fast I might as well give in  Sick of being sick Sick of being sick Sick of being sick Sick of being sick  Sick of being sick Sick of being sick Sick of being sick (you want to see me ill?) Sick of being sick
1835,Sick of Modern Art,Sick of Modern Art,The Explosion,"Someday we'll get eaten by a rat with giant teeth And we'll die die die exactly where we want to be They'll dig us up in a thousand years, those teeth still in our bones You'll find us lying in your beds we'll invade your homes We're sick of modern art We're sick sick sick of modern art Famous photo image broken television set Car crash cat crash company Armchair maniac Frantic frantic raving mad Fool out on the hill Car crash company/erotic photo still"
1836,Sick Sick Sick,"Acoustic, Vol. 2",Bayside,"I curse to hell the magistrate who granted this unholy fate But I know, I know I asked for this myself I'm bound by law to hell and it's sick, sick, sick Humans have their needs, living in a fairytale, it's tearing at the seams The dank reject, the devil in a dress, exactly what you see  Sick, sick, sick, it's sick, sick, sick  You made a mess of things My what a mess you've made I hate the way you make me feel I hate the way you make me In your world it's cold outside So button up and open wide I hate the way you make me feel sick, sick, sick  Oh whoa, oh, oh, oh  Oh whoa, oh, oh, oh   If memory serves me correct I gave you all, you gave me less Your sexcapades deliver checks but can't afford you self-respect And it's sick, sick, sick Humans on their knees, living in a fairytale, it's tearing at the seams The dank reject, the devil in a dress, exactly what you see  Sick, sick, sick, it's sick, sick, sick  You made a mess of things My what a mess you've made I hate the way you make me feel I hate the way you make me In your world it's cold outside So button up and open wide I hate the way you make me feel sick, sick, sick  Maybe love is looking for someone to fill up holes We grow up building lies with holes in all our walls The watch can fall but here you were with spare bricks to save the day And we pray it's not too late Spare bricks can be dead weight  Sick, sick, sick, it's sick, sick, sick  Sick, sick, sick, it's sick, sick, sick   You made a mess of things My what a mess you've made I hate the way you make me feel I hate the way you make me In your world it's cold outside So button up and open wide I hate the way you make me feel sick, sick, sick"
1837,Sight Unseen,Long Forgotten Songs: B-Sides & Covers 2000-2013,Rise Against,"Sight unseen, the road stretched out before me. Suffocate - the water rising slowly. Step in time, agree to share this pain. Live or die now, but still we suffer just the same!  I took my share and then told her, ""I don't want more"" We spend our lives, then ask you, what was this for, We gave our time and still we came up short.  'Cause this is all I've got, and I've nothing more. We save the worst excuse, but the best in store. Maybe now, we'll finally even the score. Are you counting? - do you even wanna know?  'Cause unknown, the streets are never-ending. Sinking down, with nothing to defend me. Lie and wait, for some small show of mercy. Questions change - but the answers always stay the same!  I took my share and then told her, ""I don't want more"" I fell so low, I touched the oceans floor. But what the hell are we searching for?!  'Cause this is all I've got, and I've nothing more. We save the worst excuse, but the best in store. Maybe now, we'll finally even the score. Are you counting? - do you even wanna know?  She lies awake now, and cried a thousand rivers. The circumstance here, has led this child astray. This candle's fading, the dim light slowly withers. You ask for guidance, but I just look away...  I have nothing more to say.  So let me down, because they never believed in you. Seal this crown, and still we can see right through.  'Cause this is all I've got, and I've nothing more. We save the worst excuse, but the best in store. Maybe now we'll finally even the score. 'Cause this is all I've got. And now there's nothing."
1838,Signals from Above,Everything Falls Apart and More,Hüsker Dü,"You're like a relic, you're like a ghost Can't see a thing cause your eyes are closed Dirt cheap love is a thing of the past I feel hate cause I move fast  You think the whole world is incense, peace and love You can't escape the signals from above."
1839,Signals Over the Air,War All the Time,Thursday,"This is what you see when you look in my direction: Incandescent corsets draw eyes tight like wires. This is how it feels, Calling out but no one even hears  The signals that we send over the air Over the air Over the air Over the air.   When you say my name, I want to split it from your lips And hide like whispers in the rain. When you say my name, I want to stop it in your lungs And collect all of your blood to put in the radio.  Is this how it feels When you don't even fit into your own skin? And its getting tighter, Every day I'm getting smaller If I keep holding my breath I'm going to disappear.    There's no where to hide. They stole the love from our lives to put the sex on the radio. There's no where to hide. They stole the love from our lives to put the sex on.  If I keep holding my breath, all of this will fade away. If you keep driving we'll be lying in the wreck. Changing the shape, Folding like an envelope to keep each other in. Shattered glass, broken looks, and mascara gets Washed away by windshield wiper blades.    There's no where to hide. They stole the love from our lives to put the sex on the radio. There's no where to hide. They stole the love from our lives to put the sex on the radio. That's where we hide The love and lies and sex, on the radio."
1840,Signs,Guns,Cardiacs,Sleep them well all them dry bones After we shot to his death The horse and the rocking boy Folded up like a dead balloon All breathing not welcome Ah kiss me I'm sore Million eyes watching all but is Worth a kiss on this phiz All on this phiz and more  Oh my saviour create me to die alone I'm what you flush I'm your children Nursing a desire with poison Mothering stray waifs with germs All trying to kill them  Then sleep better and easy Awaken all the guilties  Now come down here for all of us  And throw this off axis Without trying too hard Starry shake and awaken all the guilties Protect the innocent lambs Make we sleep better and easy All his loss all not was And where is his eyes?  Think on this you did not miss Didn't know if your distress Were short not everlasting  Sleep thee well better and easy All this loss no what cost no more No more the horse and the rocking boy Million eyes watching all but is Worth a kiss all on this phiz ah! This is ah! This is ah! Plant me oh joy! Oh my saviour create we all to die alone no  No more the horse and the rocking boy No more the horse and the rocking boy No more the horse and the rocking boy No more the horse and the rocking boy
1841,Silent Night,Great Dictations: The Definitive Dickies Collection,The Dickies,silent night holy night all is calm all is bright 'round yon virgin mother and child holy infant so tender and mild sleep in heavenly peace sleep in heavenly peace
1842,Silver Lining,Assume Nothing. Question Everything: The Very Best Of,Stiff Little Fingers,"They tell you not to worry They say they're terribly sorry But that's the way it has to be For the likes of me Just be good and know your station Always look on the bright side Keep your faith and keep your patience Your reward is after you've died  So don't be told Don't be consoled Things are so bad You can never make do And there's always someone better off than you  They tell you that's your future It's all down to human nature Simply settle for what you got That's destiny and that's your lot All of us cannot come first Yes, what you have is second-best But it might be a good deal worse Third world peasants get even less  So don't be told Don't be consoled Things are so bad You can never make do And there's always someone better off than you  Do you care that it's not fair? Is this the way we have to live? I know I care And I want an equal share Even if it means I have to give  The people who are on top Say that you should keep your chin up And they are keen to show you The unhappy ones below you But I want no more of that stuff That's looking at it upside down And the world has got money enough For us to make it go around  Don't be told Don't be consoled Don't be ruled Don't be fooled Because things are so bad you can never make do And there's always someone better off than you"
1843,Simple,Goosefair,China Drum,"It never was that simple, the feelings in my head To try to rearrange the things that I have done and said It never was that easy, trying to contend With the anger surging through my blood right to my fingerends  Thought that I could sort it out, tell you what I knew Tell you what I thought about, think I tell you  I never did believe you, you covered it so well And if you ever get a life, I hope that it's in hell I wish that I could kill you, I'd slit your ugly throat I'd wrap you up in concrete and throw you from a boat  Oh no, oh no Oh no  It's not that simple, it never was that simple, it's not that simple  You push me on much further, I'm gonna lose my head And if I focused with my eyes, I'd probably see red You'll never feel my anger cause it happens far too quick I'll open and I'll close up but you won't feel a prick  Thought that I could sort it out, tell you what I knew Tell you what I thought about, think I tell you  You say I'm being nasty, you haven't seen the worst I get up to my old tricks and that'll really hurt I know that you'll be waiting, picking up on threads Of faking information that's growing in your head  Oh no, oh no Oh no It's not that simple, it never was that simple, it's not that simple"
1844,Simple,Simple,Shorthanded,"Now that you're right here, Let me whisper in your ear Now that you're listening, Let me tell you how I fill I've been trying to formulate The perfect words the perfect way I can't hold it back no more I gotta let you know today Its   Simple (What more can I say) So Simple I Love you (What more can I say) Simple (What more can I say) So Simple I Love you (What more can I say)  Now that you're listening let me tell you what I need Now that your holding me let me show you what I mean I've been trying to analyze  just what it is I fill inside my heart But now I realize it don't have to be so hard Cause it's     Once the power is for real And I gonna say it again And again I Love you   Now you know how I feel  Tell me what are you gonna do Now that I've said the words Tell me what do you have to lose I know that you feel it to  I can see it when I look into your eyes You're scared, but you don't have to be It's alright cause it's"
1845,Simple Simon,INXSive: 1980-82,INXS,"Simon found love, in love he thinks he found himself Only has a heart for her and her alone He walks down crowded streets and doesn't feel alone Oh, never alone Walks in space with his feet firmly on the ground  Camp on love sign people I talk about Johnny knows love song people I talk about Simon, oh oh oh Simon, oh oh oh  Camp on love sign people I talk about Johnny knows love song people I talk about Simon, oh oh oh Simon, oh oh oh  Well she's just a simple girl, yeah Spends her time on crossword games and cigarettes, ah She lives all alone in a military zone where sam's can't get in Facts and evidence, she probably give you no clues away No clues away  Camp on love sign people I talk about Johnny knows love song people I talk about Simon, oh oh oh Simon, oh oh oh  Camp on love sign people I talk about Johnny knows love song people I talk about Simon, oh oh oh Simon, oh oh oh  oh oh oh oh oh, oh oh oh oh oh oh oh oh oh oh, oh oh oh oh oh oh oh oh oh oh, oh oh oh oh oh  Camp on love sign people I talk about Johnny knows love song people I talk about Simon, oh oh oh Simon, oh oh oh  Camp on love sign people I talk about Johnny knows love song people I talk about Simon, oh oh oh Simon, oh oh oh  Simon found love, in love he thinks he found himself Only has a heart for her and her alone He walks down crowded streets and doesn't feel alone, oh never alone Walks in space with his feet firmly on the ground  Camp on love sign people I talk about Johnny knows love song people I talk about Simon, oh oh oh Simon, oh oh oh  Camp on love sign people I talk about Johnny knows love song people I talk about Simon, oh oh oh Simon, oh oh oh"
1846,Simplicity,Bird Fish or Inbetween [Import],Souls,"I sneak into your room  And steal your favorite tie Cause I'm a jealous bitch You don't want me in your way  But your name is mine anyhow anyway I break into your house and sleep Between you and your wife  Cause I'm a nervous wreck I pinch you hard so You can't fall asleep What I want? something real What I need simplicity I want you back in my life today Figure me dress me up Look at me all messed up Please come back was life too Simple here with me? You know when I'm wrong When I am being false I'm your tiny paper doll If you touch me I'll stop hurting you Itch on your skin I will haunt you in your dreams 'Till you stop denying me Look at me all dressed up Figure me all messed up Is it me or is it you, Yourself you see? Figure me Dress me up Look at me Mess me up  Wish me luck Carry me"
1847,Sinema,Sinema,Heideroosjes,"Pride, Porn 'n Prejudice  Come on folks the show begins A movie full of whores 'n pimps Turn out the lights 'n start the reel Check out who's the imbecile  Come on folks just come right in To the weirdest place you've ever been Get your tickets at the door You've never seen such filth before  Welcome! Welcome to the SINema Welcome!  Hey you kids, just dig around Show the host what you just found Don't you fear, just bring it in There's room enough in the house of sin  I don't like the movie in this SINema I don't like the movie in this SINema I don't like the movie I don't like the movie I don't like the movie in this SINema  Where's Stallone or Spiderman I didn't see this scene in Cannes Where is Chan or Superman Save us allâ?¦  Welcome, welcome to the SINema Sit back, relax, enjoy the show! Welcome!"
1848,Sing,Swan,Unwritten Law,This is for the things you never know It's in the words you say that got me tearing at my soul And you come to me and I'm come into you And you're here tonight Stay with me tonight  It's in the way your hair falls down With every breath you send me spinning round and round And these nights they always turn into days Stay with me tonight It will be alright We'll be singing  Take me home Take me again and again Save me oh (in someway) Just make me whole again  Now I'm waiting for you to run You always say you're in love So why you saying that you're done You're just waiting for me to call out your name Don't you leave tonight Don't leave tonight  'Cause you're tired of then burning out And the cross you bear doesn't fit with the crown And you'll never know just how far we have come But you'll be alright Yeah you'll sing tonight You'll be singing  Take me home Take me again and again Save me oh (in someway) Just make me whole again  Now I'm waiting for you to give me a sign That you'll be here with me in my darkest time Probably be here fighting with the morning light But you know I'll be alright You know we'll sing tonight We'll be here singing  Take me home Take me again and again Save me oh (in someway) And just take me home again  We'll be singing  Oh oh oh Oh oh oh Oh oh oh  We'll be singing Take me home
1849,Six Pack,Wasted...Again,Black Flag,"I got a six-pack And nothing to do! I've got a six-pack And I don't need you  Thrity-five dollards and a six pack to my name (six-pack!)  Spent the rest on beer so who's to blame? (six-pack!)  They say I'm fucked up all the time (six-pack!)  ""Well, the dude's a waste of time"" (six-pack!)   I know it'll be okay I get a six pack in me, all right  My girlfriend asked me which one do I like better? (sixpack!) I hope the answer don't upset her (six-pack!) I was born with a bottle in my mouth (six-pack!)   Now I've got six so I'll never run out (six-pack!)   I know it'll be okay When I get a six pack in me, well, all right!  Aah, thrity-five dollars and a six pack to my name six pack!  Spent the rest on beer so who's to blame six pack!  They say I'm fucked up all the time six pack!  But I know they're a waste of time six pack!   Six-pack Six-pack Six-pack  What do they know about partying Or anything else?"
1850,Sk8er Boi,Let Go,Avril Lavigne,He was a boy She was a girl Can I make it any more obvious  He was a punk She did ballet What more can I say  He wanted her She'd never tell  Secretly she wanted him as well  But all of her friends Stuck up their nose They had a problem with his baggy clothes  He was a skater boy She said see you later boy He wasn't good enough for her  She had a pretty face But her head was up in space She needed to come back down to earth  Five years from now She sits at home Feeding the baby she's all alone  She turns on TV Guess who she sees Skater boy rockin' up MTV  She calls up her friends They already know And they've all got tickets to see his show  She tags along Stands in the crowd Looks up at the man that she turned down  He was a skater boy She said see you later boy He wasn't good enough for her  Now he's a super star Slamming on his guitar Does your pretty face see what he's worth?  He was a skater boy She said see you later boy He wasn't good enough for her  Now he's a super star Slamming on his guitar Does your pretty face see what he's worth?  Sorry girl but you missed out Well tough luck that boy's mine now We are more than just good friends This is how the story ends  Too bad that you couldn't see See the man that boy could be There is more that meets the eye I see the soul that is inside  He's just a boy And I'm just a girl Can I make it any more obvious  We are in love Haven't you heard How we rock each others world  I'm with the skater boy I said see you later boy I'll be back stage after the show  I'll be at the studio Singing the song we wrote About a girl you used to know  I'm with the skater boy I said see you later boy I'll be back stage after the show  I'll be at the studio Singing the song we wrote About a girl you used to know
1851,Skull Ring,Skull Ring,Various Artists,"Skull rings Fast cars Hot chicks Money  Skull rings Fast cars Hot chicks Fancy things  The touch of a hand in the wasteland You're walking asleep and dreaming cheap A bird's wing don't beat for free You're freezing cold and your family  Skull rings Fast cars Hot chicks Money  Skull rings Fast cars Hot chicks Fancy things  Fingers on fire to do what's bad Ring on the finger is a skull man Strong as a bar of steel Weakness is that you can't feel  Skull rings Fast cars Hot chicks Money  Skull rings Fast cars Hot chicks Fancy things  My life is dirtied, my mind is loaded I'm feeling and breathing and fighting To see People get ready now Baby come on give your heart to me  Skull rings Fast cars Hot chicks Money  Skull rings Fast cars Hot chicks Fancy things"
1852,Skull Ring,Holiday Gift Pack,Various Artists,"Skull rings Fast cars Hot chicks Money  Skull rings Fast cars Hot chicks Fancy things  The touch of a hand in the wasteland You're walking asleep and dreaming cheap A bird's wing don't beat for free You're freezing cold and your family  Skull rings Fast cars Hot chicks Money  Skull rings Fast cars Hot chicks Fancy things  Fingers on fire to do what's bad Ring on the finger is a skull man Strong as a bar of steel Weakness is that you can't feel  Skull rings Fast cars Hot chicks Money  Skull rings Fast cars Hot chicks Fancy things  My life is dirtied, my mind is loaded I'm feeling and breathing and fighting To see People get ready now Baby come on give your heart to me  Skull rings Fast cars Hot chicks Money  Skull rings Fast cars Hot chicks Fancy things"
1853,Skulls,Walk Among Us,Misfits,"The corpses all hang headless and limp Bodies with no surprises And the blood drains down like devil's rain We'll bathe tonight  I want your skulls I need your skulls I want your skulls I need your skulls  Demon I am and face I peel To see your skin turned inside out, 'cause Gotta have you on my wall Gotta have you on my wall, 'cause   I want your skulls I need your skulls I want your skulls I need your skulls  Go Collect the heads of little girls and Put 'em on my wall Hack the heads off little girls and  Put 'em on my wall  Oh oh I want your skulls I need your skulls I want your skulls I need your skulls  I want your skulls I need your skulls I want your skulls I need your skulls  Whoa"
1854,Skulls,Favorite Spanish Dishes,The Lemonheads,"The corpses all hang headless and limp Bodies with no surprises And the blood drains down like devil's rain We'll bathe tonight  I want your skulls I need your skulls I want your skulls I need your skulls  Demon I am and face I peel To see your skin turned inside out, 'cause Gotta have you on my wall Gotta have you on my wall, 'cause  I want your skulls I need your skulls I want your skulls I need your skulls  Go  Collect the heads of little girls and Put 'em on my wall Hack the heads off little girls and Put 'em on my wall  Oh oh  I want your skulls I need your skulls I want your skulls I need your skulls  I want your skulls I need your skulls I want your skulls I need your skulls"
1855,Slap!,Shhhlap!,Chumbawamba,"One, two, three, four Slap Fleet Street fell in love But the girl proved hard to get Took a seat at the old boy's club But wouldn't share the bed Cuppas for the troops Bubbly-gum and wire Trojan horses, Black & Tans They're running for their lives Royals came to call Mister Paisley save her soul Heavens here's the naughty girl Wouldn't say her prayers Bloody Monday morning The rat who did the talking Here's Ginger to the rescue Take that! And that! Take that! And that!"
